precip,min_temp,mean_temp,max_temp,id,longitude,latitude,elevation_ft,date,month,month_str,year,idnum
.57,50,57.7,65.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2005,11,11,2005,20
5.77,45.9,51.5,57,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2005,12,12,2005,20
4.3,43.8,49.9,56,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2006,1,1,2006,20
1.58,44.4,52.5,60.5,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2006,2,2,2006,20
5.62,41.5,47.7,54,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2006,3,3,2006,20
5.48,46.5,52.6,58.7,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2006,4,4,2006,20
.62,51.4,61.9,72.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01may2006,5,5,2006,20
0,56.4,67.8,79.2,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2006,6,6,2006,20
0,62.6,74.59999999999999,86.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2006,7,7,2006,20
0,56.6,67.90000000000001,79.2,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2006,8,8,2006,20
0,57.4,68.59999999999999,79.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2006,9,9,2006,20
.11,52.7,61.6,70.5,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2006,10,10,2006,20
1.21,48,54.9,61.8,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2006,11,11,2006,20
2.56,43.1,49.8,56.6,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2006,12,12,2006,20
.84,39.9,47.4,54.8,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2007,1,1,2007,20
3.86,43.7,49.9,56.2,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2007,2,2,2007,20
.47,47.5,56.6,65.7,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2007,3,3,2007,20
.83,46.5,55.5,64.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2007,4,4,2007,20
.09,50.4,61,71.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01may2007,5,5,2007,20
0,53,65.09999999999999,77.2,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2007,6,6,2007,20
0,56.2,67.90000000000001,79.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2007,7,7,2007,20
0,57.2,69.09999999999999,80.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2007,8,8,2007,20
.17,56.4,65.90000000000001,75.5,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2007,9,9,2007,20
1.13,51.3,60.4,69.5,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2007,10,10,2007,20
.7,50.3,57.9,65.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2007,11,11,2007,20
1.99,40.9,46.7,52.6,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2007,12,12,2007,20
7.89,40.3,45.9,51.5,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2008,1,1,2008,20
2.9,42.9,49.9,56.9,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2008,2,2,2008,20
.18,44.3,52.9,61.6,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2008,3,3,2008,20
.06,44.7,54.3,64,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2008,4,4,2008,20
0,49.5,60.3,71.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01may2008,5,5,2008,20
0,55.1,67,78.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2008,6,6,2008,20
0,57.1,69.2,81.3,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2008,7,7,2008,20
0,57.9,70.3,82.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2008,8,8,2008,20
0,58.2,70,81.8,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2008,9,9,2008,20
.28,54.7,65.2,75.7,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2008,10,10,2008,20
1.88,50.8,57.6,64.5,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2008,11,11,2008,20
2.12,40.8,47.4,54,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2008,12,12,2008,20
1.96,43.3,51.3,59.3,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2009,1,1,2009,20
6.49,43.5,49.8,56.2,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2009,2,2,2009,20
2.71,43.6,51.7,59.8,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2009,3,3,2009,20
.44,45.7,54.4,63.1,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2009,4,4,2009,20
.34,51.5,62.5,73.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01may2009,5,5,2009,20
0,53.6,63.8,73.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2009,6,6,2009,20
0,57.4,69.7,82,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2009,7,7,2009,20
0,58,69.8,81.5,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2009,8,8,2009,20
.3,60.5,71.59999999999999,82.7,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2009,9,9,2009,20
4.59,52.6,60.8,69,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2009,10,10,2009,20
.26,47.9,55.3,62.6,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2009,11,11,2009,20
2.86,42.1,48.1,54.2,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2009,12,12,2009,20
7.33,44.5,50.1,55.7,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2010,1,1,2010,20
3.02,45.3,51.9,58.4,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2010,2,2,2010,20
1.65,44.7,53.2,61.6,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2010,3,3,2010,20
4.05,44.5,51.5,58.6,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2010,4,4,2010,20
.64,46.3,55.1,64,37.2316_-121.6948,37.2316,-121.6948,1247,01may2010,5,5,2010,20
0,53.8,64.59999999999999,75.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2010,6,6,2010,20
0,55.3,67.40000000000001,79.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2010,7,7,2010,20
0,54.2,66.09999999999999,78,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2010,8,8,2010,20
0,58.6,69.40000000000001,80.2,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2010,9,9,2010,20
1.31,54.8,63.2,71.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2010,10,10,2010,20
2.62,46.7,53.6,60.4,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2010,11,11,2010,20
5.39,45.6,49.6,53.7,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2010,12,12,2010,20
1.49,44,50,56.1,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2011,1,1,2011,20
4.47,41.2,47.9,54.6,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2011,2,2,2011,20
6.42,44.3,50,55.6,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2011,3,3,2011,20
.41,45.9,53.5,61.2,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2011,4,4,2011,20
.95,45.9,55,64.2,37.2316_-121.6948,37.2316,-121.6948,1247,01may2011,5,5,2011,20
1.17,52.8,61.9,71,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2011,6,6,2011,20
0,57.5,67.8,78.2,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2011,7,7,2011,20
0,58.5,69,79.5,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2011,8,8,2011,20
0,59.3,70.7,82.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2011,9,9,2011,20
1.1,56.3,64.5,72.8,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2011,10,10,2011,20
1.31,46.9,52.8,58.7,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2011,11,11,2011,20
.07,42,49.3,56.6,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2011,12,12,2011,20
2.38,43.4,50.8,58.2,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2012,1,1,2012,20
.96,43.7,51.4,59.1,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2012,2,2,2012,20
3.33,42.9,50.9,58.9,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2012,3,3,2012,20
2.91,46.2,54.6,62.9,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2012,4,4,2012,20
0,49.2,60.1,70.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01may2012,5,5,2012,20
.21,51.6,63.8,76.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2012,6,6,2012,20
0,54.9,66.8,78.7,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2012,7,7,2012,20
0,57.3,70.2,83.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2012,8,8,2012,20
.01,55.8,68.09999999999999,80.3,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2012,9,9,2012,20
.49,55.4,64,72.7,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2012,10,10,2012,20
2.61,50.5,56.6,62.7,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2012,11,11,2012,20
8.32,43.6,47.8,52,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2012,12,12,2012,20
.66,40,47.1,54.1,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2013,1,1,2013,20
.39,41.6,49.1,56.6,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2013,2,2,2013,20
.8,46.5,55.3,64.2,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2013,3,3,2013,20
.52,49.6,59,68.3,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2013,4,4,2013,20
0,50.8,60.9,71,37.2316_-121.6948,37.2316,-121.6948,1247,01may2013,5,5,2013,20
.03,54.9,66,77.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2013,6,6,2013,20
0,57.4,69.8,82.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2013,7,7,2013,20
0,56.4,67.09999999999999,77.8,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2013,8,8,2013,20
.45,56.4,66.5,76.7,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2013,9,9,2013,20
.05,52.6,62.4,72.2,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2013,10,10,2013,20
.7,48.9,56.9,64.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2013,11,11,2013,20
.47,41.5,49.3,57.1,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2013,12,12,2013,20
.14,46.5,55.2,63.8,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2014,1,1,2014,20
3.68,45.9,52.5,59.2,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2014,2,2,2014,20
2.52,48.6,56.7,64.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2014,3,3,2014,20
1.61,48.1,56.9,65.7,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2014,4,4,2014,20
0,52.6,62.9,73.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01may2014,5,5,2014,20
0,54.5,66.3,78,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2014,6,6,2014,20
0,59.9,71.59999999999999,83.2,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2014,7,7,2014,20
0,57.7,69.2,80.7,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2014,8,8,2014,20
.33,58.4,69,79.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2014,9,9,2014,20
.14,58.5,67.90000000000001,77.2,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2014,10,10,2014,20
1.84,51.6,58,64.5,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2014,11,11,2014,20
9.949999999999999,48.1,52.6,57,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2014,12,12,2014,20
0,46.2,53.4,60.5,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2015,1,1,2015,20
3.02,49.3,56.9,64.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2015,2,2,2015,20
.54,50.2,59.7,69.2,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2015,3,3,2015,20
1.15,47.4,56.2,64.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2015,4,4,2015,20
.7,48.3,56.7,65.2,37.2316_-121.6948,37.2316,-121.6948,1247,01may2015,5,5,2015,20
0,56.6,67.8,79,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2015,6,6,2015,20
0,58.5,69,79.5,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2015,7,7,2015,20
.02,58.8,69.59999999999999,80.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2015,8,8,2015,20
0,60.2,71,81.7,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2015,9,9,2015,20
.22,58.5,67.5,76.5,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2015,10,10,2015,20
2.86,46.5,53,59.5,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2015,11,11,2015,20
3.48,42.3,47.6,52.8,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2015,12,12,2015,20
6.33,45,49.8,54.7,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2016,1,1,2016,20
.9399999999999999,48,56.2,64.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2016,2,2,2016,20
6.19,47.4,55.1,62.7,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2016,3,3,2016,20
1.67,49.9,57.5,65.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2016,4,4,2016,20
.39,50.7,60,69.3,37.2316_-121.6948,37.2316,-121.6948,1247,01may2016,5,5,2016,20
0,55.7,68.2,80.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2016,6,6,2016,20
0,56,69.09999999999999,82.09999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2016,7,7,2016,20
0,55.9,68.2,80.5,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2016,8,8,2016,20
0,57.9,68.8,79.7,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2016,9,9,2016,20
4.14,54.6,61.7,68.90000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2016,10,10,2016,20
1.65,50.2,56.6,63.1,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2016,11,11,2016,20
2.11,42.4,48.1,53.7,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2016,12,12,2016,20
12.01,41.2,46.3,51.4,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2017,1,1,2017,20
7.33,45.8,51.1,56.4,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2017,2,2,2017,20
2.37,47.7,55.3,62.8,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2017,3,3,2017,20
2.36,47.9,55,62,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2017,4,4,2017,20
.02,51.9,61.8,71.7,37.2316_-121.6948,37.2316,-121.6948,1247,01may2017,5,5,2017,20
.06,55.9,67.09999999999999,78.3,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2017,6,6,2017,20
0,58.7,71.7,84.7,37.2316_-121.6948,37.2316,-121.6948,1247,01jul2017,7,7,2017,20
0,60,71.2,82.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01aug2017,8,8,2017,20
.03,60.6,70.5,80.40000000000001,37.2316_-121.6948,37.2316,-121.6948,1247,01sep2017,9,9,2017,20
.27,55.1,65.40000000000001,75.8,37.2316_-121.6948,37.2316,-121.6948,1247,01oct2017,10,10,2017,20
2.18,49.7,56.3,63,37.2316_-121.6948,37.2316,-121.6948,1247,01nov2017,11,11,2017,20
.08,44.5,52,59.5,37.2316_-121.6948,37.2316,-121.6948,1247,01dec2017,12,12,2017,20
3.86,45.7,51.9,58.2,37.2316_-121.6948,37.2316,-121.6948,1247,01jan2018,1,1,2018,20
.3,43.9,52.2,60.6,37.2316_-121.6948,37.2316,-121.6948,1247,01feb2018,2,2,2018,20
4.49,44.7,51.6,58.4,37.2316_-121.6948,37.2316,-121.6948,1247,01mar2018,3,3,2018,20
1.88,47.1,55.7,64.3,37.2316_-121.6948,37.2316,-121.6948,1247,01apr2018,4,4,2018,20
0,48.6,58.1,67.59999999999999,37.2316_-121.6948,37.2316,-121.6948,1247,01may2018,5,5,2018,20
0,52.9,65.09999999999999,77.3,37.2316_-121.6948,37.2316,-121.6948,1247,01jun2018,6,6,2018,20
9.09,42.7,50.8,58.9,37.4220_-122.3289,37.422,-122.3289,1677,01jan1981,1,1,1981,21
2.96,41,50.6,60.2,37.4220_-122.3289,37.422,-122.3289,1677,01feb1981,2,2,1981,21
7.15,40.9,49.1,57.4,37.4220_-122.3289,37.422,-122.3289,1677,01mar1981,3,3,1981,21
.46,41.5,54.9,68.3,37.4220_-122.3289,37.422,-122.3289,1677,01apr1981,4,4,1981,21
.46,46.6,59.9,73.09999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01may1981,5,5,1981,21
0,51.8,68.59999999999999,85.3,37.4220_-122.3289,37.422,-122.3289,1677,01jun1981,6,6,1981,21
.03,52.4,66.90000000000001,81.5,37.4220_-122.3289,37.422,-122.3289,1677,01jul1981,7,7,1981,21
.11,51.5,67.5,83.40000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01aug1981,8,8,1981,21
.33,54.4,67.09999999999999,79.8,37.4220_-122.3289,37.422,-122.3289,1677,01sep1981,9,9,1981,21
4.32,46.3,59,71.59999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01oct1981,10,10,1981,21
11.24,47.6,55.1,62.7,37.4220_-122.3289,37.422,-122.3289,1677,01nov1981,11,11,1981,21
7.05,44,50.9,57.8,37.4220_-122.3289,37.422,-122.3289,1677,01dec1981,12,12,1981,21
13.93,36.2,44.4,52.6,37.4220_-122.3289,37.422,-122.3289,1677,01jan1982,1,1,1982,21
5.51,39.9,49.3,58.6,37.4220_-122.3289,37.422,-122.3289,1677,01feb1982,2,2,1982,21
9.539999999999999,39.4,47,54.5,37.4220_-122.3289,37.422,-122.3289,1677,01mar1982,3,3,1982,21
8.84,41.4,52.9,64.5,37.4220_-122.3289,37.422,-122.3289,1677,01apr1982,4,4,1982,21
0,45.8,59.4,73.09999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01may1982,5,5,1982,21
.47,49.2,60.9,72.5,37.4220_-122.3289,37.422,-122.3289,1677,01jun1982,6,6,1982,21
0,54,67.09999999999999,80.09999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01jul1982,7,7,1982,21
.06,52.1,67.2,82.3,37.4220_-122.3289,37.422,-122.3289,1677,01aug1982,8,8,1982,21
1.31,54.3,67.59999999999999,81,37.4220_-122.3289,37.422,-122.3289,1677,01sep1982,9,9,1982,21
4.51,48.2,61.4,74.5,37.4220_-122.3289,37.422,-122.3289,1677,01oct1982,10,10,1982,21
8.880000000000001,42.4,51,59.6,37.4220_-122.3289,37.422,-122.3289,1677,01nov1982,11,11,1982,21
8.5,40.8,48.1,55.3,37.4220_-122.3289,37.422,-122.3289,1677,01dec1982,12,12,1982,21
13.73,39.8,48.7,57.6,37.4220_-122.3289,37.422,-122.3289,1677,01jan1983,1,1,1983,21
13.63,42.7,50,57.3,37.4220_-122.3289,37.422,-122.3289,1677,01feb1983,2,2,1983,21
15.22,43.4,50,56.5,37.4220_-122.3289,37.422,-122.3289,1677,01mar1983,3,3,1983,21
6.53,41.4,52.3,63.2,37.4220_-122.3289,37.422,-122.3289,1677,01apr1983,4,4,1983,21
1.24,46.7,58.8,70.90000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01may1983,5,5,1983,21
.05,49.9,64,78.2,37.4220_-122.3289,37.422,-122.3289,1677,01jun1983,6,6,1983,21
.01,53,67.90000000000001,82.8,37.4220_-122.3289,37.422,-122.3289,1677,01jul1983,7,7,1983,21
.13,54,69.2,84.5,37.4220_-122.3289,37.422,-122.3289,1677,01aug1983,8,8,1983,21
.54,57.5,71.2,85,37.4220_-122.3289,37.422,-122.3289,1677,01sep1983,9,9,1983,21
1.15,51.3,64,76.7,37.4220_-122.3289,37.422,-122.3289,1677,01oct1983,10,10,1983,21
13.42,45.2,52.9,60.5,37.4220_-122.3289,37.422,-122.3289,1677,01nov1983,11,11,1983,21
12.11,45.1,50,54.9,37.4220_-122.3289,37.422,-122.3289,1677,01dec1983,12,12,1983,21
.43,40.5,49.5,58.6,37.4220_-122.3289,37.422,-122.3289,1677,01jan1984,1,1,1984,21
3.19,38.8,48.6,58.4,37.4220_-122.3289,37.422,-122.3289,1677,01feb1984,2,2,1984,21
2.52,42.2,52.8,63.4,37.4220_-122.3289,37.422,-122.3289,1677,01mar1984,3,3,1984,21
1.44,39.6,52.5,65.5,37.4220_-122.3289,37.422,-122.3289,1677,01apr1984,4,4,1984,21
.24,46.5,61.3,76,37.4220_-122.3289,37.422,-122.3289,1677,01may1984,5,5,1984,21
.57,48.7,63.7,78.7,37.4220_-122.3289,37.422,-122.3289,1677,01jun1984,6,6,1984,21
.02,56.7,71.59999999999999,86.5,37.4220_-122.3289,37.422,-122.3289,1677,01jul1984,7,7,1984,21
.1,53,68.8,84.7,37.4220_-122.3289,37.422,-122.3289,1677,01aug1984,8,8,1984,21
.14,56.9,72.7,88.59999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01sep1984,9,9,1984,21
3.97,48.1,59.9,71.7,37.4220_-122.3289,37.422,-122.3289,1677,01oct1984,10,10,1984,21
11.77,43.6,50.7,57.9,37.4220_-122.3289,37.422,-122.3289,1677,01nov1984,11,11,1984,21
4.03,38.5,45.9,53.4,37.4220_-122.3289,37.422,-122.3289,1677,01dec1984,12,12,1984,21
1.27,37.7,46.2,54.7,37.4220_-122.3289,37.422,-122.3289,1677,01jan1985,1,1,1985,21
3.48,38.2,48.8,59.4,37.4220_-122.3289,37.422,-122.3289,1677,01feb1985,2,2,1985,21
7.06,38.5,47.4,56.2,37.4220_-122.3289,37.422,-122.3289,1677,01mar1985,3,3,1985,21
.24,45.1,57.2,69.40000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01apr1985,4,4,1985,21
.34,44.3,57.5,70.7,37.4220_-122.3289,37.422,-122.3289,1677,01may1985,5,5,1985,21
.45,52.4,66.90000000000001,81.40000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01jun1985,6,6,1985,21
.15,56.7,70.5,84.3,37.4220_-122.3289,37.422,-122.3289,1677,01jul1985,7,7,1985,21
0,51.2,66.5,81.8,37.4220_-122.3289,37.422,-122.3289,1677,01aug1985,8,8,1985,21
.73,52.4,65.09999999999999,77.90000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01sep1985,9,9,1985,21
1.42,47.3,60.6,74,37.4220_-122.3289,37.422,-122.3289,1677,01oct1985,10,10,1985,21
5.49,41,49.5,58,37.4220_-122.3289,37.422,-122.3289,1677,01nov1985,11,11,1985,21
3.77,38,46.7,55.4,37.4220_-122.3289,37.422,-122.3289,1677,01dec1985,12,12,1985,21
6.28,43.8,52,60.2,37.4220_-122.3289,37.422,-122.3289,1677,01jan1986,1,1,1986,21
18.54,43.7,51.3,58.9,37.4220_-122.3289,37.422,-122.3289,1677,01feb1986,2,2,1986,21
9.640000000000001,43.9,53.7,63.4,37.4220_-122.3289,37.422,-122.3289,1677,01mar1986,3,3,1986,21
.97,41.8,54.3,66.90000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01apr1986,4,4,1986,21
.54,44.3,58.7,73.09999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01may1986,5,5,1986,21
.04,51.9,65.09999999999999,78.3,37.4220_-122.3289,37.422,-122.3289,1677,01jun1986,6,6,1986,21
.01,53.5,67.8,82.2,37.4220_-122.3289,37.422,-122.3289,1677,01jul1986,7,7,1986,21
.04,53.4,67,80.59999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01aug1986,8,8,1986,21
2.1,52.1,63.8,75.5,37.4220_-122.3289,37.422,-122.3289,1677,01sep1986,9,9,1986,21
.3,49.5,62.6,75.59999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01oct1986,10,10,1986,21
.32,41.6,53.6,65.5,37.4220_-122.3289,37.422,-122.3289,1677,01nov1986,11,11,1986,21
2.55,38.4,47.6,56.8,37.4220_-122.3289,37.422,-122.3289,1677,01dec1986,12,12,1986,21
5.25,38.4,46.7,55,37.4220_-122.3289,37.422,-122.3289,1677,01jan1987,1,1,1987,21
6.46,40,49.8,59.7,37.4220_-122.3289,37.422,-122.3289,1677,01feb1987,2,2,1987,21
4.77,40.4,50,59.6,37.4220_-122.3289,37.422,-122.3289,1677,01mar1987,3,3,1987,21
.63,43.7,58.7,73.7,37.4220_-122.3289,37.422,-122.3289,1677,01apr1987,4,4,1987,21
.15,48.4,61.2,74.09999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01may1987,5,5,1987,21
.05,49.6,64,78.40000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01jun1987,6,6,1987,21
0,51.9,65.09999999999999,78.3,37.4220_-122.3289,37.422,-122.3289,1677,01jul1987,7,7,1987,21
.05,52.4,67.09999999999999,81.8,37.4220_-122.3289,37.422,-122.3289,1677,01aug1987,8,8,1987,21
0,55.3,68.3,81.3,37.4220_-122.3289,37.422,-122.3289,1677,01sep1987,9,9,1987,21
1.63,52.7,64.5,76.3,37.4220_-122.3289,37.422,-122.3289,1677,01oct1987,10,10,1987,21
3.03,46,54.2,62.5,37.4220_-122.3289,37.422,-122.3289,1677,01nov1987,11,11,1987,21
8.960000000000001,40.9,47,53.2,37.4220_-122.3289,37.422,-122.3289,1677,01dec1987,12,12,1987,21
5.14,40.2,48.1,56,37.4220_-122.3289,37.422,-122.3289,1677,01jan1988,1,1,1988,21
.59,39.8,51.5,63.3,37.4220_-122.3289,37.422,-122.3289,1677,01feb1988,2,2,1988,21
.18,40,50.9,61.9,37.4220_-122.3289,37.422,-122.3289,1677,01mar1988,3,3,1988,21
3.39,42.5,55.7,69,37.4220_-122.3289,37.422,-122.3289,1677,01apr1988,4,4,1988,21
1.17,45.4,58.1,70.8,37.4220_-122.3289,37.422,-122.3289,1677,01may1988,5,5,1988,21
.31,48.9,63.5,78.09999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01jun1988,6,6,1988,21
.01,56.6,70.90000000000001,85.2,37.4220_-122.3289,37.422,-122.3289,1677,01jul1988,7,7,1988,21
0,52.3,67.7,83.09999999999999,37.4220_-122.3289,37.422,-122.3289,1677,01aug1988,8,8,1988,21
.03,52.9,66.90000000000001,80.90000000000001,37.4220_-122.3289,37.422,-122.3289,1677,01sep1988,9,9,1988,21
.72,53.1,63.6,74.2,37.4220_-122.3289,37.422,-122.3289,1677,01oct1988,10,10,1988,21
5.49,48.8,54.9,60.9,37.4220_-122.3289,37.422,-122.3289,1677,01nov1988,11,11,1988,21
5.91,41.7,49.9,58.1,37.4220_-122.3289,37.422,-122.3289,1677,01dec1988,12,12,1988,21
2.45,37.2,46.2,55.2,37.4220_-122.3289,37.422,-122.3289,1677,01jan1989,1,1,1989,21
1.88,34.6,44.2,53.9,37.4220_-122.3289,37.422,-122.3289,1677,01feb1989,2,2,1989,21
